product_id,store_id,date,stock_on_hand,reorder_point
SAI-D001,SBY-LON-001,2024-11-20,220.77,60
SAI-D001,SBY-LON-001,2024-11-21,132.45,60
SAI-D001,SBY-LON-001,2024-11-22,0.0,60
SAI-D001,SBY-LON-001,2024-11-23,151.3,60
SAI-D001,SBY-LON-001,2024-11-24,326.16,60
SAI-D001,SBY-LON-001,2024-11-25,233.42,60
SAI-D001,SBY-LON-001,2024-11-26,71.35,60
SAI-D001,SBY-LON-001,2024-11-27,180.64,60
SAI-D001,SBY-LON-001,2024-11-28,78.89,60
SAI-D001,SBY-LON-001,2024-11-29,219.0,60
SAI-D001,SBY-LON-001,2024-11-30,280.71,60
SAI-D001,SBY-LON-001,2024-12-01,74.84,60
SAI-D001,SBY-LON-001,2024-12-02,299.26,60
SAI-D001,SBY-LON-001,2024-12-03,222.55,60
SAI-D001,SBY-LON-001,2024-12-04,229.07,60
SAI-D001,SBY-LON-001,2024-12-05,106.11,60
SAI-D001,SBY-LON-001,2024-12-06,231.27,60
SAI-D001,SBY-LON-001,2024-12-07,82.72,60
SAI-D001,SBY-LON-001,2024-12-08,183.73,60
SAI-D001,SBY-LON-001,2024-12-09,73.93,60
SAI-D001,SBY-LON-001,2024-12-10,177.91,60
SAI-D001,SBY-LON-001,2024-12-11,245.97,60
SAI-D001,SBY-LON-001,2024-12-12,83.15,60
SAI-D001,SBY-LON-001,2024-12-13,226.24,60
SAI-D001,SBY-LON-001,2024-12-14,101.84,60
SAI-D001,SBY-LON-001,2024-12-15,204.49,60
SAI-D001,SBY-LON-001,2024-12-16,74.27,60
SAI-D001,SBY-LON-001,2024-12-17,242.4,60
SAI-D001,SBY-LON-001,2024-12-18,145.1,60
SAI-D001,SBY-LON-001,2024-12-19,279.11,60
SAI-D001,SBY-LON-001,2024-12-20,195.98,60
SAI-D001,SBY-LON-001,2024-12-21,251.03,60
SAI-D001,SBY-LON-001,2024-12-22,0.0,60
SAI-D001,SBY-LON-001,2024-12-23,220.15,60
SAI-D001,SBY-LON-001,2024-12-24,199.46,60
SAI-D001,SBY-LON-001,2024-12-25,299.66,60
SAI-D001,SBY-LON-001,2024-12-26,64.21,60
SAI-D001,SBY-LON-001,2024-12-27,286.8,60
SAI-D001,SBY-LON-001,2024-12-28,115.54,60
SAI-D001,SBY-LON-001,2024-12-29,0.0,60
SAI-D001,SBY-LON-001,2024-12-30,210.1,60
SAI-D001,SBY-LON-001,2024-12-31,60.17,60
SAI-D002,SBY-LON-001,2024-10-01,135.72,50
SAI-D002,SBY-LON-001,2024-10-02,69.03,50
SAI-D002,SBY-LON-001,2024-10-03,241.83,50
SAI-D002,SBY-LON-001,2024-10-04,171.03,50
SAI-D002,SBY-LON-001,2024-10-05,102.86,50
SAI-D002,SBY-LON-001,2024-10-06,223.05,50
SAI-D002,SBY-LON-001,2024-10-07,172.63,50
SAI-D002,SBY-LON-001,2024-10-08,117.08,50
SAI-D002,SBY-LON-001,2024-10-09,53.09,50
SAI-D002,SBY-LON-001,2024-10-10,211.43,50
SAI-D002,SBY-LON-001,2024-10-11,124.87,50
SAI-D002,SBY-LON-001,2024-10-12,204.99,50
SAI-D002,SBY-LON-001,2024-10-13,145.34,50
SAI-D002,SBY-LON-001,2024-10-14,73.76,50
SAI-D002,SBY-LON-001,2024-10-15,228.44,50
SAI-D002,SBY-LON-001,2024-10-16,183.95,50
SAI-D002,SBY-LON-001,2024-10-17,114.9,50
SAI-D002,SBY-LON-001,2024-10-18,239.01,50
SAI-D002,SBY-LON-001,2024-10-19,161.27,50
SAI-D002,SBY-LON-001,2024-10-20,84.9,50
SAI-D002,SBY-LON-001,2024-10-21,167.23,50
SAI-D002,SBY-LON-001,2024-10-22,105.86,50
SAI-D002,SBY-LON-001,2024-10-23,256.42,50
SAI-D002,SBY-LON-001,2024-10-24,189.5,50
SAI-D002,SBY-LON-001,2024-10-25,130.61,50
SAI-D002,SBY-LON-001,2024-10-26,246.51,50
SAI-D002,SBY-LON-001,2024-10-27,166.25,50
SAI-D002,SBY-LON-001,2024-10-28,98.06,50
SAI-D002,SBY-LON-001,2024-10-29,265.63,50
SAI-D002,SBY-LON-001,2024-10-30,181.15,50
SAI-D002,SBY-LON-001,2024-10-31,74.29,50
SAI-D002,SBY-LON-001,2024-11-01,142.36,50
SAI-D002,SBY-LON-001,2024-11-02,57.0,50
SAI-D002,SBY-LON-001,2024-11-03,209.12,50
SAI-D002,SBY-LON-001,2024-11-04,154.89,50
SAI-D002,SBY-LON-001,2024-11-05,241.07,50
SAI-D002,SBY-LON-001,2024-11-06,164.86,50
SAI-D002,SBY-LON-001,2024-11-07,98.62,50
SAI-D002,SBY-LON-001,2024-11-08,0.0,50
SAI-D002,SBY-LON-001,2024-11-09,160.29,50
SAI-D002,SBY-LON-001,2024-11-10,82.61,50
SAI-D002,SBY-LON-001,2024-11-11,234.61,50
SAI-D002,SBY-LON-001,2024-11-12,198.63,50
SAI-D002,SBY-LON-001,2024-11-13,109.05,50
SAI-D002,SBY-LON-001,2024-11-14,152.77,50
SAI-D002,SBY-LON-001,2024-11-15,75.77,50
SAI-D002,SBY-LON-001,2024-11-16,225.47,50
SAI-D002,SBY-LON-001,2024-11-17,136.23,50
SAI-D002,SBY-LON-001,2024-11-18,55.43,50
SAI-D002,SBY-LON-001,2024-11-19,224.2,50
SAI-D002,SBY-LON-001,2024-11-20,154.24,50
SAI-D002,SBY-LON-001,2024-11-21,52.03,50
SAI-D002,SBY-LON-001,2024-11-22,246.12,50
SAI-D002,SBY-LON-001,2024-11-23,156.58,50
SAI-D002,SBY-LON-001,2024-11-24,0.0,50
SAI-D002,SBY-LON-001,2024-11-25,130.07,50
SAI-D002,SBY-LON-001,2024-11-26,53.87,50
SAI-D002,SBY-LON-001,2024-11-27,214.52,50
SAI-D002,SBY-LON-001,2024-11-28,129.73,50
SAI-D002,SBY-LON-001,2024-11-29,171.17,50
SAI-D002,SBY-LON-001,2024-11-30,13.12,50
SAI-D002,SBY-LON-001,2024-12-01,204.56,50
SAI-D002,SBY-LON-001,2024-12-02,104.64,50
SAI-D002,SBY-LON-001,2024-12-03,138.82,50
SAI-D002,SBY-LON-001,2024-12-04,172.31,50
SAI-D002,SBY-LON-001,2024-12-05,74.97,50
SAI-D002,SBY-LON-001,2024-12-06,245.47,50
SAI-D002,SBY-LON-001,2024-12-07,154.87,50
SAI-D002,SBY-LON-001,2024-12-08,67.22,50
SAI-D002,SBY-LON-001,2024-12-09,248.42,50
SAI-D002,SBY-LON-001,2024-12-10,140.03,50
SAI-D002,SBY-LON-001,2024-12-11,149.68,50
SAI-D002,SBY-LON-001,2024-12-12,73.84,50
SAI-D002,SBY-LON-001,2024-12-13,203.57,50
SAI-D002,SBY-LON-001,2024-12-14,136.43,50
SAI-D002,SBY-LON-001,2024-12-15,198.22,50
SAI-D002,SBY-LON-001,2024-12-16,90.34,50
SAI-D002,SBY-LON-001,2024-12-17,188.85,50
SAI-D002,SBY-LON-001,2024-12-18,104.24,50
SAI-D002,SBY-LON-001,2024-12-19,150.06,50
SAI-D002,SBY-LON-001,2024-12-20,127.22,50
SAI-D002,SBY-LON-001,2024-12-21,243.85,50
SAI-D002,SBY-LON-001,2024-12-22,204.96,50
SAI-D002,SBY-LON-001,2024-12-23,242.23,50
SAI-D002,SBY-LON-001,2024-12-24,145.09,50
SAI-D002,SBY-LON-001,2024-12-25,151.23,50
SAI-D002,SBY-LON-001,2024-12-26,5.75,50
SAI-D002,SBY-LON-001,2024-12-27,156.77,50
SAI-D002,SBY-LON-001,2024-12-28,128.09,50
SAI-D002,SBY-LON-001,2024-12-29,0.0,50
SAI-D002,SBY-LON-001,2024-12-30,207.48,50
SAI-D002,SBY-LON-001,2024-12-31,128.55,50
SAI-D003,SBY-LON-001,2024-10-01,134.83,30
SAI-D003,SBY-LON-001,2024-10-02,100.39,30
SAI-D003,SBY-LON-001,2024-10-03,37.29,30
SAI-D003,SBY-LON-001,2024-10-04,126.04,30
SAI-D003,SBY-LON-001,2024-10-05,76.91,30
SAI-D003,SBY-LON-001,2024-10-06,31.14,30
SAI-D003,SBY-LON-001,2024-10-07,118.66,30
SAI-D003,SBY-LON-001,2024-10-08,76.87,30
SAI-D003,SBY-LON-001,2024-10-09,41.44,30
SAI-D003,SBY-LON-001,2024-10-10,148.57,30
SAI-D003,SBY-LON-001,2024-10-11,95.79,30
SAI-D003,SBY-LON-001,2024-10-12,54.93,30
SAI-D003,SBY-LON-001,2024-10-13,121.92,30
SAI-D003,SBY-LON-001,2024-10-14,74.43,30
SAI-D003,SBY-LON-001,2024-10-15,45.68,30
SAI-D003,SBY-LON-001,2024-10-16,160.49,30
SAI-D003,SBY-LON-001,2024-10-17,116.6,30
SAI-D003,SBY-LON-001,2024-10-18,55.93,30
SAI-D003,SBY-LON-001,2024-10-19,93.72,30
SAI-D003,SBY-LON-001,2024-10-20,42.96,30
SAI-D003,SBY-LON-001,2024-10-21,143.84,30
SAI-D003,SBY-LON-001,2024-10-22,80.94,30
SAI-D003,SBY-LON-001,2024-10-23,17.35,30
SAI-D003,SBY-LON-001,2024-10-24,97.39,30
SAI-D003,SBY-LON-001,2024-10-25,49.31,30
SAI-D003,SBY-LON-001,2024-10-26,96.97,30
SAI-D003,SBY-LON-001,2024-10-27,126.07,30
SAI-D003,SBY-LON-001,2024-10-28,99.71,30
SAI-D003,SBY-LON-001,2024-10-29,62.61,30
SAI-D003,SBY-LON-001,2024-10-30,27.8,30
SAI-D003,SBY-LON-001,2024-10-31,130.16,30
SAI-D003,SBY-LON-001,2024-11-01,86.54,30
SAI-D003,SBY-LON-001,2024-11-02,45.05,30
SAI-D003,SBY-LON-001,2024-11-03,130.3,30
SAI-D003,SBY-LON-001,2024-11-04,97.28,30
SAI-D003,SBY-LON-001,2024-11-05,151.42,30
SAI-D003,SBY-LON-001,2024-11-06,113.0,30
SAI-D003,SBY-LON-001,2024-11-07,67.84,30
SAI-D003,SBY-LON-001,2024-11-08,165.67,30
SAI-D003,SBY-LON-001,2024-11-09,120.31,30
SAI-D003,SBY-LON-001,2024-11-10,74.85,30
SAI-D003,SBY-LON-001,2024-11-11,35.3,30
SAI-D003,SBY-LON-001,2024-11-12,130.78,30
SAI-D003,SBY-LON-001,2024-11-13,97.28,30
SAI-D003,SBY-LON-001,2024-11-14,54.17,30
SAI-D003,SBY-LON-001,2024-11-15,151.68,30
SAI-D003,SBY-LON-001,2024-11-16,102.87,30
SAI-D003,SBY-LON-001,2024-11-17,62.87,30
SAI-D003,SBY-LON-001,2024-11-18,137.41,30
SAI-D003,SBY-LON-001,2024-11-19,104.06,30
SAI-D003,SBY-LON-001,2024-11-20,71.53,30
SAI-D003,SBY-LON-001,2024-11-21,108.79,30
SAI-D003,SBY-LON-001,2024-11-22,63.58,30
SAI-D003,SBY-LON-001,2024-11-23,144.54,30
SAI-D003,SBY-LON-001,2024-11-24,79.75,30
SAI-D003,SBY-LON-001,2024-11-25,35.44,30
SAI-D003,SBY-LON-001,2024-11-26,131.21,30
SAI-D003,SBY-LON-001,2024-11-27,90.8,30
SAI-D003,SBY-LON-001,2024-11-28,55.99,30
SAI-D003,SBY-LON-001,2024-11-29,119.92,30
SAI-D003,SBY-LON-001,2024-11-30,148.95,30
SAI-D003,SBY-LON-001,2024-12-01,63.69,30
SAI-D003,SBY-LON-001,2024-12-02,150.38,30
SAI-D003,SBY-LON-001,2024-12-03,102.75,30
SAI-D003,SBY-LON-001,2024-12-04,52.3,30
SAI-D003,SBY-LON-001,2024-12-05,14.38,30
SAI-D003,SBY-LON-001,2024-12-06,118.76,30
SAI-D003,SBY-LON-001,2024-12-07,34.48,30
SAI-D003,SBY-LON-001,2024-12-08,140.62,30
SAI-D003,SBY-LON-001,2024-12-09,93.07,30
SAI-D003,SBY-LON-001,2024-12-10,33.39,30
SAI-D003,SBY-LON-001,2024-12-11,0.0,30
SAI-D003,SBY-LON-001,2024-12-12,146.29,30
SAI-D003,SBY-LON-001,2024-12-13,88.9,30
SAI-D003,SBY-LON-001,2024-12-14,31.19,30
SAI-D003,SBY-LON-001,2024-12-15,145.58,30
SAI-D003,SBY-LON-001,2024-12-16,86.89,30
SAI-D003,SBY-LON-001,2024-12-17,37.45,30
SAI-D003,SBY-LON-001,2024-12-18,0.0,30
SAI-D003,SBY-LON-001,2024-12-19,83.76,30
SAI-D003,SBY-LON-001,2024-12-20,120.53,30
SAI-D003,SBY-LON-001,2024-12-21,121.82,30
SAI-D003,SBY-LON-001,2024-12-22,81.6,30
SAI-D003,SBY-LON-001,2024-12-23,116.73,30
SAI-D003,SBY-LON-001,2024-12-24,102.01,30
SAI-D003,SBY-LON-001,2024-12-25,121.84,30
SAI-D003,SBY-LON-001,2024-12-26,32.32,30
SAI-D003,SBY-LON-001,2024-12-27,0.0,30
SAI-D003,SBY-LON-001,2024-12-28,79.58,30
SAI-D003,SBY-LON-001,2024-12-29,117.38,30
SAI-D003,SBY-LON-001,2024-12-30,49.04,30
SAI-D003,SBY-LON-001,2024-12-31,107.65,30
SAI-D004,SBY-LON-001,2024-10-01,99.26,40
SAI-D004,SBY-LON-001,2024-10-02,48.37,40
SAI-D004,SBY-LON-001,2024-10-03,164.48,40
SAI-D004,SBY-LON-001,2024-10-04,114.68,40
SAI-D004,SBY-LON-001,2024-10-05,54.1,40
SAI-D004,SBY-LON-001,2024-10-06,184.45,40
SAI-D004,SBY-LON-001,2024-10-07,138.26,40
SAI-D004,SBY-LON-001,2024-10-08,103.14,40
SAI-D004,SBY-LON-001,2024-10-09,50.62,40
SAI-D004,SBY-LON-001,2024-10-10,129.52,40
SAI-D004,SBY-LON-001,2024-10-11,68.19,40
SAI-D004,SBY-LON-001,2024-10-12,186.45,40
SAI-D004,SBY-LON-001,2024-10-13,120.03,40
SAI-D004,SBY-LON-001,2024-10-14,84.62,40
SAI-D004,SBY-LON-001,2024-10-15,222.83,40
SAI-D004,SBY-LON-001,2024-10-16,171.04,40
SAI-D004,SBY-LON-001,2024-10-17,130.07,40
SAI-D004,SBY-LON-001,2024-10-18,78.95,40
SAI-D004,SBY-LON-001,2024-10-19,155.66,40
SAI-D004,SBY-LON-001,2024-10-20,93.16,40
SAI-D004,SBY-LON-001,2024-10-21,48.75,40
SAI-D004,SBY-LON-001,2024-10-22,184.36,40
SAI-D004,SBY-LON-001,2024-10-23,165.34,40
SAI-D004,SBY-LON-001,2024-10-24,141.44,40
SAI-D004,SBY-LON-001,2024-10-25,70.8,40
SAI-D004,SBY-LON-001,2024-10-26,127.98,40
SAI-D004,SBY-LON-001,2024-10-27,60.25,40
SAI-D004,SBY-LON-001,2024-10-28,128.14,40
SAI-D004,SBY-LON-001,2024-10-29,81.4,40
SAI-D004,SBY-LON-001,2024-10-30,195.16,40
SAI-D004,SBY-LON-001,2024-10-31,116.97,40
SAI-D004,SBY-LON-001,2024-11-01,42.37,40
SAI-D004,SBY-LON-001,2024-11-02,178.84,40
SAI-D004,SBY-LON-001,2024-11-03,127.82,40
SAI-D004,SBY-LON-001,2024-11-04,74.28,40
SAI-D004,SBY-LON-001,2024-11-05,142.33,40
SAI-D004,SBY-LON-001,2024-11-06,66.21,40
SAI-D004,SBY-LON-001,2024-11-07,13.93,40
SAI-D004,SBY-LON-001,2024-11-08,0.0,40
SAI-D004,SBY-LON-001,2024-11-09,108.43,40
SAI-D004,SBY-LON-001,2024-11-10,150.32,40
SAI-D004,SBY-LON-001,2024-11-11,98.84,40
SAI-D004,SBY-LON-001,2024-11-12,57.9,40
SAI-D004,SBY-LON-001,2024-11-13,159.44,40
SAI-D004,SBY-LON-001,2024-11-14,85.87,40
SAI-D004,SBY-LON-001,2024-11-15,217.74,40
SAI-D004,SBY-LON-001,2024-11-16,162.64,40
SAI-D004,SBY-LON-001,2024-11-17,80.13,40
SAI-D004,SBY-LON-001,2024-11-18,188.12,40
SAI-D004,SBY-LON-001,2024-11-19,124.68,40
SAI-D004,SBY-LON-001,2024-11-20,73.43,40
SAI-D004,SBY-LON-001,2024-11-21,138.56,40
SAI-D004,SBY-LON-001,2024-11-22,73.9,40
SAI-D004,SBY-LON-001,2024-11-23,124.7,40
SAI-D004,SBY-LON-001,2024-11-24,48.54,40
SAI-D004,SBY-LON-001,2024-11-25,153.68,40
SAI-D004,SBY-LON-001,2024-11-26,111.67,40
SAI-D004,SBY-LON-001,2024-11-27,58.64,40
SAI-D004,SBY-LON-001,2024-11-28,149.48,40
SAI-D004,SBY-LON-001,2024-11-29,73.98,40
SAI-D004,SBY-LON-001,2024-11-30,199.49,40
SAI-D004,SBY-LON-001,2024-12-01,87.77,40
SAI-D004,SBY-LON-001,2024-12-02,191.41,40
SAI-D004,SBY-LON-001,2024-12-03,109.38,40
SAI-D004,SBY-LON-001,2024-12-04,40.14,40
SAI-D004,SBY-LON-001,2024-12-05,185.21,40
SAI-D004,SBY-LON-001,2024-12-06,53.29,40
SAI-D004,SBY-LON-001,2024-12-07,119.8,40
SAI-D004,SBY-LON-001,2024-12-08,158.37,40
SAI-D004,SBY-LON-001,2024-12-09,69.84,40
SAI-D004,SBY-LON-001,2024-12-10,108.85,40
SAI-D004,SBY-LON-001,2024-12-11,3.54,40
SAI-D004,SBY-LON-001,2024-12-12,0.0,40
SAI-D004,SBY-LON-001,2024-12-13,141.2,40
SAI-D004,SBY-LON-001,2024-12-14,43.61,40
SAI-D004,SBY-LON-001,2024-12-15,0.0,40
SAI-D004,SBY-LON-001,2024-12-16,134.27,40
SAI-D004,SBY-LON-001,2024-12-17,45.97,40
SAI-D004,SBY-LON-001,2024-12-18,0.0,40
SAI-D004,SBY-LON-001,2024-12-19,110.43,40
SAI-D004,SBY-LON-001,2024-12-20,134.33,40
SAI-D004,SBY-LON-001,2024-12-21,0.0,40
SAI-D004,SBY-LON-001,2024-12-22,143.9,40
SAI-D004,SBY-LON-001,2024-12-23,103.37,40
SAI-D004,SBY-LON-001,2024-12-24,115.77,40
SAI-D004,SBY-LON-001,2024-12-25,130.33,40
SAI-D004,SBY-LON-001,2024-12-26,129.62,40
SAI-D004,SBY-LON-001,2024-12-27,115.19,40
SAI-D004,SBY-LON-001,2024-12-28,151.8,40
SAI-D004,SBY-LON-001,2024-12-29,77.81,40
SAI-D004,SBY-LON-001,2024-12-30,147.33,40
SAI-D004,SBY-LON-001,2024-12-31,87.59,40
SAI-D005,SBY-LON-001,2024-10-01,56.43,15
SAI-D005,SBY-LON-001,2024-10-02,46.02,15
SAI-D005,SBY-LON-001,2024-10-03,36.79,15
SAI-D005,SBY-LON-001,2024-10-04,26.23,15
SAI-D005,SBY-LON-001,2024-10-05,18.29,15
SAI-D005,SBY-LON-001,2024-10-06,46.69,15
SAI-D005,SBY-LON-001,2024-10-07,40.17,15
SAI-D005,SBY-LON-001,2024-10-08,29.4,15
SAI-D005,SBY-LON-001,2024-10-09,21.3,15
SAI-D005,SBY-LON-001,2024-10-10,74.22,15
SAI-D005,SBY-LON-001,2024-10-11,64.45,15
SAI-D005,SBY-LON-001,2024-10-12,50.75,15
SAI-D005,SBY-LON-001,2024-10-13,39.7,15
SAI-D005,SBY-LON-001,2024-10-14,33.93,15
SAI-D005,SBY-LON-001,2024-10-15,29.35,15
SAI-D005,SBY-LON-001,2024-10-16,21.22,15
SAI-D005,SBY-LON-001,2024-10-17,72.15,15
SAI-D005,SBY-LON-001,2024-10-18,58.91,15
SAI-D005,SBY-LON-001,2024-10-19,45.76,15
SAI-D005,SBY-LON-001,2024-10-20,34.88,15
SAI-D005,SBY-LON-001,2024-10-21,25.89,15
SAI-D005,SBY-LON-001,2024-10-22,19.06,15
SAI-D005,SBY-LON-001,2024-10-23,15.12,15
SAI-D005,SBY-LON-001,2024-10-24,78.11,15
SAI-D005,SBY-LON-001,2024-10-25,67.86,15
SAI-D005,SBY-LON-001,2024-10-26,60.6,15
SAI-D005,SBY-LON-001,2024-10-27,50.25,15
SAI-D005,SBY-LON-001,2024-10-28,41.84,15
SAI-D005,SBY-LON-001,2024-10-29,35.78,15
SAI-D005,SBY-LON-001,2024-10-30,27.65,15
SAI-D005,SBY-LON-001,2024-10-31,62.48,15
SAI-D005,SBY-LON-001,2024-11-01,50.17,15
SAI-D005,SBY-LON-001,2024-11-02,33.39,15
SAI-D005,SBY-LON-001,2024-11-03,23.76,15
SAI-D005,SBY-LON-001,2024-11-04,15.11,15
SAI-D005,SBY-LON-001,2024-11-05,63.54,15
SAI-D005,SBY-LON-001,2024-11-06,54.28,15
SAI-D005,SBY-LON-001,2024-11-07,45.98,15
SAI-D005,SBY-LON-001,2024-11-08,33.71,15
SAI-D005,SBY-LON-001,2024-11-09,19.98,15
SAI-D005,SBY-LON-001,2024-11-10,56.11,15
SAI-D005,SBY-LON-001,2024-11-11,49.18,15
SAI-D005,SBY-LON-001,2024-11-12,42.31,15
SAI-D005,SBY-LON-001,2024-11-13,33.25,15
SAI-D005,SBY-LON-001,2024-11-14,23.79,15
SAI-D005,SBY-LON-001,2024-11-15,65.58,15
SAI-D005,SBY-LON-001,2024-11-16,51.24,15
SAI-D005,SBY-LON-001,2024-11-17,38.4,15
SAI-D005,SBY-LON-001,2024-11-18,29.73,15
SAI-D005,SBY-LON-001,2024-11-19,20.55,15
SAI-D005,SBY-LON-001,2024-11-20,79.39,15
SAI-D005,SBY-LON-001,2024-11-21,72.58,15
SAI-D005,SBY-LON-001,2024-11-22,63.02,15
SAI-D005,SBY-LON-001,2024-11-23,54.02,15
SAI-D005,SBY-LON-001,2024-11-24,35.99,15
SAI-D005,SBY-LON-001,2024-11-25,27.14,15
SAI-D005,SBY-LON-001,2024-11-26,19.46,15
SAI-D005,SBY-LON-001,2024-11-27,86.95,15
SAI-D005,SBY-LON-001,2024-11-28,79.96,15
SAI-D005,SBY-LON-001,2024-11-29,64.35,15
SAI-D005,SBY-LON-001,2024-11-30,43.1,15
SAI-D005,SBY-LON-001,2024-12-01,20.52,15
SAI-D005,SBY-LON-001,2024-12-02,66.21,15
SAI-D005,SBY-LON-001,2024-12-03,55.66,15
SAI-D005,SBY-LON-001,2024-12-04,46.57,15
SAI-D005,SBY-LON-001,2024-12-05,31.59,15
SAI-D005,SBY-LON-001,2024-12-06,16.44,15
SAI-D005,SBY-LON-001,2024-12-07,66.3,15
SAI-D005,SBY-LON-001,2024-12-08,52.39,15
SAI-D005,SBY-LON-001,2024-12-09,40.2,15
SAI-D005,SBY-LON-001,2024-12-10,30.92,15
SAI-D005,SBY-LON-001,2024-12-11,21.24,15
SAI-D005,SBY-LON-001,2024-12-12,84.59,15
SAI-D005,SBY-LON-001,2024-12-13,67.34,15
SAI-D005,SBY-LON-001,2024-12-14,51.83,15
SAI-D005,SBY-LON-001,2024-12-15,35.02,15
SAI-D005,SBY-LON-001,2024-12-16,21.4,15
SAI-D005,SBY-LON-001,2024-12-17,56.09,15
SAI-D005,SBY-LON-001,2024-12-18,46.8,15
SAI-D005,SBY-LON-001,2024-12-19,38.69,15
SAI-D005,SBY-LON-001,2024-12-20,20.84,15
SAI-D005,SBY-LON-001,2024-12-21,44.53,15
SAI-D005,SBY-LON-001,2024-12-22,66.98,15
SAI-D005,SBY-LON-001,2024-12-23,33.2,15
SAI-D005,SBY-LON-001,2024-12-24,44.07,15
SAI-D005,SBY-LON-001,2024-12-25,26.41,15
SAI-D005,SBY-LON-001,2024-12-26,76.71,15
SAI-D005,SBY-LON-001,2024-12-27,54.85,15
SAI-D005,SBY-LON-001,2024-12-28,37.31,15
SAI-D005,SBY-LON-001,2024-12-29,22.1,15
SAI-D005,SBY-LON-001,2024-12-30,81.1,15
SAI-D005,SBY-LON-001,2024-12-31,69.57,15
SAI-D006,SBY-LON-001,2024-10-01,60.14,28
SAI-D006,SBY-LON-001,2024-10-02,133.35,28
SAI-D006,SBY-LON-001,2024-10-03,106.81,28
SAI-D006,SBY-LON-001,2024-10-04,73.44,28
SAI-D006,SBY-LON-001,2024-10-05,15.29,28
SAI-D006,SBY-LON-001,2024-10-06,125.9,28
SAI-D006,SBY-LON-001,2024-10-07,96.07,28
SAI-D006,SBY-LON-001,2024-10-08,70.4,28
SAI-D006,SBY-LON-001,2024-10-09,35.16,28
SAI-D006,SBY-LON-001,2024-10-10,84.41,28
SAI-D006,SBY-LON-001,2024-10-11,48.38,28
SAI-D006,SBY-LON-001,2024-10-12,143.76,28
SAI-D006,SBY-LON-001,2024-10-13,98.12,28
SAI-D006,SBY-LON-001,2024-10-14,73.27,28
SAI-D006,SBY-LON-001,2024-10-15,32.49,28
SAI-D006,SBY-LON-001,2024-10-16,105.22,28
SAI-D006,SBY-LON-001,2024-10-17,84.91,28
SAI-D006,SBY-LON-001,2024-10-18,39.4,28
SAI-D006,SBY-LON-001,2024-10-19,145.28,28
SAI-D006,SBY-LON-001,2024-10-20,97.59,28
SAI-D006,SBY-LON-001,2024-10-21,58.39,28
