sale_id,product_id,store_id,date,units_sold,is_promotion,promo_type,uk_event
120,SAI-D002,SBY-LON-001,2024-10-28,68.19,0,None,Normal
121,SAI-D002,SBY-LON-001,2024-10-29,62.82,0,None,Normal
122,SAI-D002,SBY-LON-001,2024-10-30,84.48,0,None,Normal
123,SAI-D002,SBY-LON-001,2024-10-31,106.86,0,None,Halloween
124,SAI-D002,SBY-LON-001,2024-11-01,105.0,0,None,Halloween
125,SAI-D002,SBY-LON-001,2024-11-02,85.36,0,None,Normal
126,SAI-D002,SBY-LON-001,2024-11-03,73.92,0,None,Normal
127,SAI-D002,SBY-LON-001,2024-11-04,54.23,0,None,Normal
128,SAI-D002,SBY-LON-001,2024-11-05,116.28,0,None,Bonfire Night
129,SAI-D002,SBY-LON-001,2024-11-06,135.02,1,Nectar Price,Normal
130,SAI-D002,SBY-LON-001,2024-11-07,94.41,1,Nectar Price,Normal
131,SAI-D002,SBY-LON-001,2024-11-08,104.24,0,None,Normal
132,SAI-D002,SBY-LON-001,2024-11-09,60.71,0,None,Normal
133,SAI-D002,SBY-LON-001,2024-11-10,136.06,1,Nectar Price,Normal
134,SAI-D002,SBY-LON-001,2024-11-11,63.05,0,None,Normal
135,SAI-D002,SBY-LON-001,2024-11-12,35.98,0,None,Normal
136,SAI-D002,SBY-LON-001,2024-11-13,89.58,0,None,Normal
137,SAI-D002,SBY-LON-001,2024-11-14,89.62,0,None,Normal
138,SAI-D002,SBY-LON-001,2024-11-15,77.0,0,None,Normal
139,SAI-D002,SBY-LON-001,2024-11-16,97.02,0,None,Normal
140,SAI-D002,SBY-LON-001,2024-11-17,89.24,0,None,Normal
141,SAI-D002,SBY-LON-001,2024-11-18,80.8,0,None,Normal
142,SAI-D002,SBY-LON-001,2024-11-19,78.58,0,None,Normal
143,SAI-D002,SBY-LON-001,2024-11-20,69.96,0,None,Normal
144,SAI-D002,SBY-LON-001,2024-11-21,102.21,0,None,Normal
145,SAI-D002,SBY-LON-001,2024-11-22,70.3,0,None,Normal
146,SAI-D002,SBY-LON-001,2024-11-23,89.54,0,None,Normal
147,SAI-D002,SBY-LON-001,2024-11-24,101.04,0,None,Normal
148,SAI-D002,SBY-LON-001,2024-11-25,104.86,1,Nectar Price,Normal
149,SAI-D002,SBY-LON-001,2024-11-26,128.07,1,Nectar Price,Normal
150,SAI-D002,SBY-LON-001,2024-11-27,68.65,0,None,Normal
151,SAI-D002,SBY-LON-001,2024-11-28,123.74,1,Nectar Price,Normal
152,SAI-D002,SBY-LON-001,2024-11-29,158.95,0,None,Black Friday
153,SAI-D002,SBY-LON-001,2024-11-30,158.05,0,None,Black Friday
154,SAI-D002,SBY-LON-001,2024-12-01,147.84,0,None,Cyber Monday
155,SAI-D002,SBY-LON-001,2024-12-02,99.92,0,None,Normal
156,SAI-D002,SBY-LON-001,2024-12-03,76.98,0,None,Normal
157,SAI-D002,SBY-LON-001,2024-12-04,113.67,0,None,Normal
158,SAI-D002,SBY-LON-001,2024-12-05,97.34,0,None,Normal
159,SAI-D002,SBY-LON-001,2024-12-06,120.47,0,None,Normal
160,SAI-D002,SBY-LON-001,2024-12-07,90.6,0,None,Normal
161,SAI-D002,SBY-LON-001,2024-12-08,87.65,0,None,Normal
162,SAI-D002,SBY-LON-001,2024-12-09,64.31,0,None,Normal
163,SAI-D002,SBY-LON-001,2024-12-10,108.39,0,None,Normal
164,SAI-D002,SBY-LON-001,2024-12-11,82.37,0,None,Normal
165,SAI-D002,SBY-LON-001,2024-12-12,104.5,1,Nectar Price,Normal
166,SAI-D002,SBY-LON-001,2024-12-13,196.45,1,Nectar Price,Normal
167,SAI-D002,SBY-LON-001,2024-12-14,67.14,0,None,Normal
168,SAI-D002,SBY-LON-001,2024-12-15,174.74,0,None,Normal
169,SAI-D002,SBY-LON-001,2024-12-16,107.88,0,None,Normal
170,SAI-D002,SBY-LON-001,2024-12-17,85.3,0,None,Normal
171,SAI-D002,SBY-LON-001,2024-12-18,84.61,0,None,Normal
172,SAI-D002,SBY-LON-001,2024-12-19,99.46,0,None,Normal
173,SAI-D002,SBY-LON-001,2024-12-20,209.09,0,None,Christmas Rush
174,SAI-D002,SBY-LON-001,2024-12-21,259.74,0,None,Christmas Rush
175,SAI-D002,SBY-LON-001,2024-12-22,254.48,0,None,Christmas Rush
176,SAI-D002,SBY-LON-001,2024-12-23,232.06,0,None,Christmas Rush
177,SAI-D002,SBY-LON-001,2024-12-24,593.44,0,None,Christmas Eve
178,SAI-D002,SBY-LON-001,2024-12-25,180.69,0,None,Normal
179,SAI-D002,SBY-LON-001,2024-12-26,145.48,0,None,Boxing Day
180,SAI-D002,SBY-LON-001,2024-12-27,180.17,0,None,Post Christmas
181,SAI-D002,SBY-LON-001,2024-12-28,161.35,0,None,Post Christmas
182,SAI-D002,SBY-LON-001,2024-12-29,139.39,0,None,Post Christmas
183,SAI-D002,SBY-LON-001,2024-12-30,71.49,0,None,Normal
184,SAI-D002,SBY-LON-001,2024-12-31,78.93,0,None,Normal
185,SAI-D003,SBY-LON-001,2024-10-01,54.54,1,Nectar Price,Normal
186,SAI-D003,SBY-LON-001,2024-10-02,34.44,0,None,Normal
187,SAI-D003,SBY-LON-001,2024-10-03,39.04,0,None,Normal
188,SAI-D003,SBY-LON-001,2024-10-04,45.31,0,None,Normal
189,SAI-D003,SBY-LON-001,2024-10-05,49.13,0,None,Normal
190,SAI-D003,SBY-LON-001,2024-10-06,64.18,1,Nectar Price,Normal
191,SAI-D003,SBY-LON-001,2024-10-07,32.88,0,None,Normal
192,SAI-D003,SBY-LON-001,2024-10-08,41.79,0,None,Normal
193,SAI-D003,SBY-LON-001,2024-10-09,35.43,0,None,Normal
194,SAI-D003,SBY-LON-001,2024-10-10,49.03,0,None,Normal
195,SAI-D003,SBY-LON-001,2024-10-11,52.78,0,None,Normal
196,SAI-D003,SBY-LON-001,2024-10-12,40.86,0,None,Normal
197,SAI-D003,SBY-LON-001,2024-10-13,39.05,0,None,Normal
198,SAI-D003,SBY-LON-001,2024-10-14,47.49,0,None,Normal
199,SAI-D003,SBY-LON-001,2024-10-15,28.75,0,None,Normal
200,SAI-D003,SBY-LON-001,2024-10-16,21.27,0,None,Normal
201,SAI-D003,SBY-LON-001,2024-10-17,43.89,0,None,Normal
202,SAI-D003,SBY-LON-001,2024-10-18,60.67,0,None,Normal
203,SAI-D003,SBY-LON-001,2024-10-19,47.55,0,None,Normal
204,SAI-D003,SBY-LON-001,2024-10-20,50.76,0,None,Normal
205,SAI-D003,SBY-LON-001,2024-10-21,31.39,0,None,Normal
206,SAI-D003,SBY-LON-001,2024-10-22,41.51,0,None,Normal
207,SAI-D003,SBY-LON-001,2024-10-23,43.06,0,None,Normal
208,SAI-D003,SBY-LON-001,2024-10-24,14.74,0,None,Normal
209,SAI-D003,SBY-LON-001,2024-10-25,48.08,0,None,Normal
210,SAI-D003,SBY-LON-001,2024-10-26,41.1,0,None,Normal
211,SAI-D003,SBY-LON-001,2024-10-27,57.67,0,None,Normal
212,SAI-D003,SBY-LON-001,2024-10-28,26.36,0,None,Normal
213,SAI-D003,SBY-LON-001,2024-10-29,37.1,0,None,Normal
214,SAI-D003,SBY-LON-001,2024-10-30,34.81,0,None,Normal
215,SAI-D003,SBY-LON-001,2024-10-31,48.13,0,None,Halloween
216,SAI-D003,SBY-LON-001,2024-11-01,43.62,0,None,Halloween
217,SAI-D003,SBY-LON-001,2024-11-02,41.49,0,None,Normal
218,SAI-D003,SBY-LON-001,2024-11-03,48.24,0,None,Normal
219,SAI-D003,SBY-LON-001,2024-11-04,33.02,0,None,Normal
220,SAI-D003,SBY-LON-001,2024-11-05,91.8,1,Nectar Price,Bonfire Night
221,SAI-D003,SBY-LON-001,2024-11-06,64.07,1,Nectar Price,Normal
222,SAI-D003,SBY-LON-001,2024-11-07,45.16,0,None,Normal
223,SAI-D003,SBY-LON-001,2024-11-08,39.5,0,None,Normal
224,SAI-D003,SBY-LON-001,2024-11-09,45.36,0,None,Normal
225,SAI-D003,SBY-LON-001,2024-11-10,45.46,0,None,Normal
226,SAI-D003,SBY-LON-001,2024-11-11,39.55,0,None,Normal
227,SAI-D003,SBY-LON-001,2024-11-12,35.2,0,None,Normal
228,SAI-D003,SBY-LON-001,2024-11-13,33.5,0,None,Normal
229,SAI-D003,SBY-LON-001,2024-11-14,43.11,0,None,Normal
230,SAI-D003,SBY-LON-001,2024-11-15,42.6,0,None,Normal
231,SAI-D003,SBY-LON-001,2024-11-16,48.81,0,None,Normal
232,SAI-D003,SBY-LON-001,2024-11-17,40.0,0,None,Normal
233,SAI-D003,SBY-LON-001,2024-11-18,33.58,0,None,Normal
234,SAI-D003,SBY-LON-001,2024-11-19,33.35,0,None,Normal
235,SAI-D003,SBY-LON-001,2024-11-20,32.53,0,None,Normal
236,SAI-D003,SBY-LON-001,2024-11-21,42.74,0,None,Normal
237,SAI-D003,SBY-LON-001,2024-11-22,45.21,0,None,Normal
238,SAI-D003,SBY-LON-001,2024-11-23,57.53,0,None,Normal
239,SAI-D003,SBY-LON-001,2024-11-24,64.79,0,None,Normal
240,SAI-D003,SBY-LON-001,2024-11-25,44.31,0,None,Normal
241,SAI-D003,SBY-LON-001,2024-11-26,26.09,0,None,Normal
242,SAI-D003,SBY-LON-001,2024-11-27,40.41,0,None,Normal
243,SAI-D003,SBY-LON-001,2024-11-28,34.81,0,None,Normal
244,SAI-D003,SBY-LON-001,2024-11-29,75.24,0,None,Black Friday
245,SAI-D003,SBY-LON-001,2024-11-30,90.65,0,None,Black Friday
246,SAI-D003,SBY-LON-001,2024-12-01,85.26,0,None,Cyber Monday
247,SAI-D003,SBY-LON-001,2024-12-02,46.21,0,None,Normal
248,SAI-D003,SBY-LON-001,2024-12-03,47.63,0,None,Normal
249,SAI-D003,SBY-LON-001,2024-12-04,50.45,0,None,Normal
250,SAI-D003,SBY-LON-001,2024-12-05,37.92,0,None,Normal
251,SAI-D003,SBY-LON-001,2024-12-06,101.09,1,Nectar Price,Normal
252,SAI-D003,SBY-LON-001,2024-12-07,84.28,0,None,Normal
253,SAI-D003,SBY-LON-001,2024-12-08,57.79,0,None,Normal
254,SAI-D003,SBY-LON-001,2024-12-09,47.55,0,None,Normal
255,SAI-D003,SBY-LON-001,2024-12-10,59.68,0,None,Normal
256,SAI-D003,SBY-LON-001,2024-12-11,68.18,0,None,Normal
257,SAI-D003,SBY-LON-001,2024-12-12,31.84,0,None,Normal
258,SAI-D003,SBY-LON-001,2024-12-13,57.39,0,None,Normal
259,SAI-D003,SBY-LON-001,2024-12-14,57.71,0,None,Normal
260,SAI-D003,SBY-LON-001,2024-12-15,58.75,0,None,Normal
261,SAI-D003,SBY-LON-001,2024-12-16,58.69,0,None,Normal
262,SAI-D003,SBY-LON-001,2024-12-17,49.44,0,None,Normal
263,SAI-D003,SBY-LON-001,2024-12-18,49.65,0,None,Normal
264,SAI-D003,SBY-LON-001,2024-12-19,42.85,0,None,Normal
265,SAI-D003,SBY-LON-001,2024-12-20,135.96,0,None,Christmas Rush
266,SAI-D003,SBY-LON-001,2024-12-21,123.83,0,None,Christmas Rush
267,SAI-D003,SBY-LON-001,2024-12-22,140.8,0,None,Christmas Rush
268,SAI-D003,SBY-LON-001,2024-12-23,127.3,0,None,Christmas Rush
269,SAI-D003,SBY-LON-001,2024-12-24,302.96,0,None,Christmas Eve
270,SAI-D003,SBY-LON-001,2024-12-25,114.34,0,None,Normal
271,SAI-D003,SBY-LON-001,2024-12-26,89.52,0,None,Boxing Day
272,SAI-D003,SBY-LON-001,2024-12-27,82.84,0,None,Post Christmas
273,SAI-D003,SBY-LON-001,2024-12-28,70.15,0,None,Post Christmas
274,SAI-D003,SBY-LON-001,2024-12-29,76.87,0,None,Post Christmas
275,SAI-D003,SBY-LON-001,2024-12-30,68.34,0,None,Normal
276,SAI-D003,SBY-LON-001,2024-12-31,45.47,0,None,Normal
277,SAI-D004,SBY-LON-001,2024-10-01,66.89,1,Nectar Price,Normal
278,SAI-D004,SBY-LON-001,2024-10-02,50.89,0,None,Normal
279,SAI-D004,SBY-LON-001,2024-10-03,51.17,0,None,Normal
280,SAI-D004,SBY-LON-001,2024-10-04,49.8,0,None,Normal
281,SAI-D004,SBY-LON-001,2024-10-05,60.58,0,None,Normal
282,SAI-D004,SBY-LON-001,2024-10-06,56.49,0,None,Normal
283,SAI-D004,SBY-LON-001,2024-10-07,46.19,0,None,Normal
284,SAI-D004,SBY-LON-001,2024-10-08,35.12,0,None,Normal
285,SAI-D004,SBY-LON-001,2024-10-09,52.52,0,None,Normal
286,SAI-D004,SBY-LON-001,2024-10-10,46.76,0,None,Normal
287,SAI-D004,SBY-LON-001,2024-10-11,61.33,0,None,Normal
288,SAI-D004,SBY-LON-001,2024-10-12,66.83,0,None,Normal
289,SAI-D004,SBY-LON-001,2024-10-13,66.42,0,None,Normal
290,SAI-D004,SBY-LON-001,2024-10-14,35.41,0,None,Normal
291,SAI-D004,SBY-LON-001,2024-10-15,55.53,0,None,Normal
292,SAI-D004,SBY-LON-001,2024-10-16,51.79,0,None,Normal
293,SAI-D004,SBY-LON-001,2024-10-17,40.97,0,None,Normal
294,SAI-D004,SBY-LON-001,2024-10-18,51.12,0,None,Normal
295,SAI-D004,SBY-LON-001,2024-10-19,39.63,0,None,Normal
296,SAI-D004,SBY-LON-001,2024-10-20,62.5,0,None,Normal
297,SAI-D004,SBY-LON-001,2024-10-21,44.41,0,None,Normal
298,SAI-D004,SBY-LON-001,2024-10-22,51.84,0,None,Normal
299,SAI-D004,SBY-LON-001,2024-10-23,19.02,0,None,Normal
300,SAI-D004,SBY-LON-001,2024-10-24,42.82,1,Nectar Price,Normal
301,SAI-D004,SBY-LON-001,2024-10-25,70.64,0,None,Normal
302,SAI-D004,SBY-LON-001,2024-10-26,79.61,0,None,Normal
303,SAI-D004,SBY-LON-001,2024-10-27,67.73,0,None,Normal
304,SAI-D004,SBY-LON-001,2024-10-28,33.78,0,None,Normal
305,SAI-D004,SBY-LON-001,2024-10-29,46.74,0,None,Normal
306,SAI-D004,SBY-LON-001,2024-10-30,65.88,0,None,Normal
307,SAI-D004,SBY-LON-001,2024-10-31,78.19,0,None,Halloween
308,SAI-D004,SBY-LON-001,2024-11-01,74.6,0,None,Halloween
309,SAI-D004,SBY-LON-001,2024-11-02,67.53,0,None,Normal
310,SAI-D004,SBY-LON-001,2024-11-03,51.02,0,None,Normal
311,SAI-D004,SBY-LON-001,2024-11-04,53.54,0,None,Normal
312,SAI-D004,SBY-LON-001,2024-11-05,99.42,0,None,Bonfire Night
313,SAI-D004,SBY-LON-001,2024-11-06,47.39,0,None,Normal
314,SAI-D004,SBY-LON-001,2024-11-07,52.28,0,None,Normal
315,SAI-D004,SBY-LON-001,2024-11-08,73.28,0,None,Normal
316,SAI-D004,SBY-LON-001,2024-11-09,54.95,0,None,Normal
317,SAI-D004,SBY-LON-001,2024-11-10,80.79,0,None,Normal
318,SAI-D004,SBY-LON-001,2024-11-11,51.48,0,None,Normal
319,SAI-D004,SBY-LON-001,2024-11-12,40.94,0,None,Normal
320,SAI-D004,SBY-LON-001,2024-11-13,54.82,0,None,Normal
321,SAI-D004,SBY-LON-001,2024-11-14,73.57,0,None,Normal
322,SAI-D004,SBY-LON-001,2024-11-15,60.49,0,None,Normal
323,SAI-D004,SBY-LON-001,2024-11-16,55.1,0,None,Normal
324,SAI-D004,SBY-LON-001,2024-11-17,82.51,0,None,Normal
325,SAI-D004,SBY-LON-001,2024-11-18,60.17,1,Nectar Price,Normal
326,SAI-D004,SBY-LON-001,2024-11-19,63.44,0,None,Normal
327,SAI-D004,SBY-LON-001,2024-11-20,51.25,0,None,Normal
328,SAI-D004,SBY-LON-001,2024-11-21,68.57,0,None,Normal
329,SAI-D004,SBY-LON-001,2024-11-22,64.66,0,None,Normal
330,SAI-D004,SBY-LON-001,2024-11-23,102.32,1,Nectar Price,Normal
331,SAI-D004,SBY-LON-001,2024-11-24,137.53,1,Nectar Price,Normal
332,SAI-D004,SBY-LON-001,2024-11-25,49.25,0,None,Normal
333,SAI-D004,SBY-LON-001,2024-11-26,42.01,0,None,Normal
334,SAI-D004,SBY-LON-001,2024-11-27,53.03,0,None,Normal
335,SAI-D004,SBY-LON-001,2024-11-28,43.21,0,None,Normal
336,SAI-D004,SBY-LON-001,2024-11-29,123.43,1,Nectar Price,Black Friday
337,SAI-D004,SBY-LON-001,2024-11-30,152.25,1,Nectar Price,Black Friday
338,SAI-D004,SBY-LON-001,2024-12-01,111.72,0,None,Cyber Monday
339,SAI-D004,SBY-LON-001,2024-12-02,83.63,0,None,Normal
340,SAI-D004,SBY-LON-001,2024-12-03,54.58,0,None,Normal
341,SAI-D004,SBY-LON-001,2024-12-04,69.24,0,None,Normal
342,SAI-D004,SBY-LON-001,2024-12-05,57.98,0,None,Normal
343,SAI-D004,SBY-LON-001,2024-12-06,137.98,1,Nectar Price,Normal
344,SAI-D004,SBY-LON-001,2024-12-07,109.91,0,None,Normal
345,SAI-D004,SBY-LON-001,2024-12-08,97.75,0,None,Normal
346,SAI-D004,SBY-LON-001,2024-12-09,88.53,0,None,Normal
347,SAI-D004,SBY-LON-001,2024-12-10,84.61,0,None,Normal
348,SAI-D004,SBY-LON-001,2024-12-11,62.93,0,None,Normal
349,SAI-D004,SBY-LON-001,2024-12-12,79.01,0,None,Normal
350,SAI-D004,SBY-LON-001,2024-12-13,79.71,0,None,Normal
351,SAI-D004,SBY-LON-001,2024-12-14,97.59,0,None,Normal
352,SAI-D004,SBY-LON-001,2024-12-15,74.75,0,None,Normal
353,SAI-D004,SBY-LON-001,2024-12-16,64.98,0,None,Normal
354,SAI-D004,SBY-LON-001,2024-12-17,88.3,0,None,Normal
355,SAI-D004,SBY-LON-001,2024-12-18,60.1,0,None,Normal
356,SAI-D004,SBY-LON-001,2024-12-19,50.04,0,None,Normal
357,SAI-D004,SBY-LON-001,2024-12-20,141.36,0,None,Christmas Rush
358,SAI-D004,SBY-LON-001,2024-12-21,189.68,0,None,Christmas Rush
359,SAI-D004,SBY-LON-001,2024-12-22,206.76,0,None,Christmas Rush
360,SAI-D004,SBY-LON-001,2024-12-23,143.84,0,None,Christmas Rush
361,SAI-D004,SBY-LON-001,2024-12-24,405.74,0,None,Christmas Eve
362,SAI-D004,SBY-LON-001,2024-12-25,200.47,0,None,Normal
363,SAI-D004,SBY-LON-001,2024-12-26,141.43,0,None,Boxing Day
364,SAI-D004,SBY-LON-001,2024-12-27,119.19,0,None,Post Christmas
365,SAI-D004,SBY-LON-001,2024-12-28,116.26,0,None,Post Christmas
366,SAI-D004,SBY-LON-001,2024-12-29,73.99,0,None,Post Christmas
367,SAI-D004,SBY-LON-001,2024-12-30,88.89,0,None,Normal
