product_id,date,units_sold,is_promotion,uk_event,stock_on_hand,day_of_week,week_of_year,month,is_weekend,is_bank_holiday,is_month_end,event_multiplier,is_nectar_week,is_christmas_period,product_name,category,tier,unit_price,reorder_point,lead_time_days,sales_velocity_3d,sales_velocity_7d,sales_velocity_14d,sales_velocity_30d,sales_std_7d,stock_to_sales_ratio,days_of_cover,velocity_trend,sales_acceleration,stock_depletion_7d,promo_days_last_7,days_since_restock,stockout_24h,stockout_72h
SAI-B001,2024-10-11,84.2,0,Normal,102.44,4,41,10,0,0,0,1.0,0,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,81.36,86.35714285714286,90.93818181818182,90.93818181818182,13.66758539304549,1.1862365454033816,1.1862365454033816,-0.05037530791876613,-12.597857142857151,-14.409999999999997,0.0,1,0,1
SAI-B001,2024-10-12,126.12,0,Normal,196.0,5,41,10,1,0,0,1.0,0,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,101.32666666666667,89.11714285714287,93.87,93.87,19.28154792738878,2.199352352608979,2.199352352608979,-0.05063233293091302,-11.406857142857135,-196.0,0.0,0,0,1
SAI-B001,2024-10-13,116.36,0,Normal,79.64,6,41,10,1,0,0,1.0,0,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,108.89333333333333,92.56000000000002,95.6,95.6,21.908869588973925,0.8604148567370908,0.8604148567370908,-0.03179916284728886,-6.586666666666645,219.06,0.0,1,1,1
SAI-B001,2024-10-14,82.81,0,Normal,349.78,0,42,10,0,0,0,1.0,0,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,108.43,91.66857142857143,94.68642857142858,94.68642857142858,22.20049280877298,3.815702489231521,3.815702489231521,-0.03187211891415309,-6.035714285714292,-140.12999999999997,0.0,0,0,0
SAI-B001,2024-10-15,103.74,0,Normal,246.04,1,42,10,0,0,0,1.0,0,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,100.96999999999998,96.15857142857143,94.49428571428572,95.28999999999999,20.76461608006227,2.5586902320410756,2.5586902320410756,0.017612553860720376,3.3285714285714363,-108.69999999999999,0.0,1,0,1
SAI-B001,2024-10-16,85.56,0,Normal,160.48,2,42,10,0,0,0,1.0,0,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,90.70333333333333,98.92142857142858,94.7807142857143,94.681875,17.076268550800176,1.6222976224188266,1.6222976224188266,0.04368730783717124,8.281428571428577,-89.35999999999999,0.0,2,0,1
SAI-B001,2024-10-17,96.92,0,Normal,258.43,3,42,10,0,0,0,1.0,0,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,95.40666666666665,99.38714285714286,96.32785714285714,94.8135294117647,16.95286869951091,2.600235704242213,2.600235704242213,0.03175909620816761,6.118571428571428,-71.79000000000002,0.0,0,0,1
SAI-B001,2024-10-18,99.25,0,Normal,159.18,4,42,10,0,0,0,1.0,0,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,93.91000000000001,101.53714285714285,93.94714285714285,95.06,15.606678820605083,1.5677021625106717,1.5677021625106717,0.08079010908028719,15.179999999999993,-56.74000000000001,0.0,1,0,1
SAI-B001,2024-10-19,138.73,0,Normal,320.08,5,42,10,1,0,0,1.0,0,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,111.63333333333333,103.33857142857141,96.22785714285713,97.35842105263157,19.22535775876174,3.0973913465007685,3.0973913465007685,0.07389455011206751,14.221428571428547,-124.07999999999998,0.0,0,0,0
SAI-B001,2024-10-20,111.57,0,Normal,208.51,6,42,10,1,0,0,1.0,0,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,116.51666666666665,102.6542857142857,97.60714285714286,98.069,18.76436059585905,2.03118648693492,2.03118648693492,0.05170874443913458,10.09428571428569,-128.87,0.0,1,0,1
SAI-B001,2024-10-21,83.81,1,Normal,124.7,0,43,10,0,0,0,1.0,1,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,111.36999999999999,102.79714285714284,97.23285714285714,97.39,18.591108729968823,1.2130687227389854,1.2130687227389854,0.05722639260599029,11.12857142857142,225.07999999999998,1.0,2,0,1
SAI-B001,2024-10-22,57.42,0,Normal,297.39,1,43,10,0,0,0,1.0,1,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,84.26666666666667,96.17999999999999,96.1692857142857,95.57318181818182,25.25030032824691,3.0920149397794248,3.0920149397794248,0.00011141068089771472,0.02142857142855803,-51.349999999999994,1.0,0,0,0
SAI-B001,2024-10-23,79.8,0,Normal,217.59,2,43,10,0,0,0,1.0,1,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,73.67666666666666,95.35714285714286,97.13928571428572,94.88739130434782,25.743110220203057,2.2818426726997774,2.2818426726997774,-0.01834626254138192,-3.5642857142857167,-57.110000000000014,1.0,1,0,1
SAI-B001,2024-10-24,84.0,0,Normal,133.59,3,43,10,0,0,0,1.0,1,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,73.74,93.51142857142857,96.44928571428571,94.43374999999999,26.073427999000188,1.4285954199636899,1.4285954199636899,-0.030460123065088423,-5.875714285714295,124.84,1.0,2,0,1
SAI-B001,2024-10-25,124.1,0,Normal,221.81,4,43,10,0,0,0,1.0,1,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,95.96666666666665,97.06142857142856,99.29928571428572,95.6204,28.558285095906,2.2852537921540463,2.2852537921540463,-0.02253648759125681,-4.4757142857142895,-62.629999999999995,1.0,0,0,1
SAI-B001,2024-10-26,102.87,0,Normal,118.94,5,43,10,1,0,0,1.0,1,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,103.65666666666668,91.93857142857144,97.63857142857144,95.89923076923077,22.387563086508106,1.2936898720328338,1.2936898720328338,-0.05837856759089652,-11.399999999999977,201.14,1.0,1,0,1
SAI-B001,2024-10-27,112.14,0,Normal,6.8,6,43,10,1,0,0,1.0,1,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,113.03666666666668,92.02,97.33714285714287,96.50074074074074,22.471745963913577,0.07389697811457316,0.07389697811457316,-0.05462604147237553,-10.63428571428571,201.70999999999998,1.0,2,1,1
SAI-B001,2024-10-28,67.18,0,Normal,309.55,0,44,10,0,0,1,1.0,0,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,94.06333333333333,89.64428571428572,96.22071428571428,95.45357142857142,24.2898798248316,3.4530923424779743,3.4530923424779743,-0.06834732574893834,-13.15285714285713,-184.85000000000002,0.0,0,0,0
SAI-B001,2024-10-29,109.5,0,Normal,200.05,1,44,10,0,0,1,1.0,0,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,96.27333333333333,97.08428571428571,96.63214285714285,95.93793103448276,20.446512218585386,2.060580622987295,2.060580622987295,0.0046790109284058756,0.9042857142857201,97.33999999999997,0.0,1,0,1
SAI-B001,2024-10-30,75.98,0,Normal,124.07,2,44,10,0,0,1,1.0,0,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,84.22000000000001,96.53857142857143,95.94785714285715,95.27266666666667,21.02743797087622,1.28518577475132,1.28518577475132,0.006156617741635958,1.1814285714285688,93.52000000000001,0.0,2,0,1
SAI-B001,2024-10-31,121.67,0,Halloween,235.71,3,44,10,0,0,1,1.5,0,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,102.38333333333334,101.92,97.71571428571428,95.78066666666668,22.07779200916613,2.3126962096478003,2.3126962096478003,0.043025686318650634,8.408571428571435,-102.12,0.0,0,0,1
SAI-B001,2024-11-01,102.99,0,Halloween,132.72,4,44,11,0,0,0,1.2,0,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,100.21333333333332,98.90428571428572,97.98285714285714,96.49533333333333,19.875043695669238,1.3419034139885258,1.3419034139885258,0.009403977276159393,1.8428571428571558,89.09,0.0,1,0,1
SAI-B001,2024-11-02,153.87,0,Normal,263.36,5,44,11,1,0,0,1.0,0,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,126.17666666666666,106.19000000000001,99.06428571428572,99.11566666666667,28.87916088346982,2.480082846971628,2.480082846971628,0.07193020332610663,14.251428571428576,-144.42000000000002,0.0,0,0,1
SAI-B001,2024-11-03,94.11,0,Normal,169.25,6,44,11,1,0,0,1.0,0,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,116.99,103.61428571428573,97.81714285714284,97.83333333333333,29.06349190831621,1.6334619999528,1.6334619999528,0.059265100457332215,11.594285714285732,-162.45,0.0,1,0,1
SAI-B001,2024-11-04,84.31,0,Normal,84.94,0,45,11,0,0,0,1.0,1,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,110.76333333333334,106.06142857142856,97.85285714285715,97.08366666666667,26.049306087092756,0.8008566388669687,0.8008566388669687,0.0838868846997558,16.41714285714285,224.61,0.0,2,1,1
SAI-B001,2024-11-05,116.87,0,Bonfire Night,345.05,1,45,11,0,0,0,1.3,1,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,98.43,107.11428571428571,102.09928571428573,97.904,26.35855323365508,3.221325656776101,3.221325656776101,0.049118854415055264,10.030000000000001,-145.0,0.0,0,0,0
SAI-B001,2024-11-06,85.93,0,Normal,259.12,2,45,11,0,0,0,1.0,1,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,95.70333333333333,108.53571428571429,102.53714285714285,97.8,24.610048663870927,2.3874168914617724,2.3874168914617724,0.05850144838175703,11.997142857142862,-135.05,0.0,1,0,1
SAI-B001,2024-11-07,92.52,0,Normal,166.6,3,45,11,0,0,0,1.0,1,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,98.44,104.37142857142858,103.14571428571428,98.47366666666666,24.483095139688682,1.5962222677613522,1.5962222677613522,0.011883327216443916,2.451428571428579,69.11000000000001,0.0,2,0,1
SAI-B001,2024-11-08,129.65,0,Normal,307.11,4,45,11,0,0,0,1.0,1,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,102.7,108.17999999999999,103.54214285714286,100.588,26.242754555622906,2.838879618793866,2.838879618793866,0.044791975229487066,9.275714285714272,-174.39000000000001,0.0,0,0,1
SAI-B001,2024-11-09,154.92,0,Normal,152.19,5,45,11,1,0,0,1.0,1,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,125.69666666666666,108.33,107.26,102.63000000000001,26.548656588736584,1.4048739831544912,1.4048739831544912,0.009975759742907266,2.1399999999999864,111.17000000000002,0.0,1,0,1
SAI-B001,2024-11-10,199.22,1,Normal,318.74,6,45,11,1,0,0,1.0,1,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,161.26333333333332,123.34571428571428,113.48,106.464,42.24821292360299,2.5841189478019593,2.5841189478019593,0.0869379115154773,19.731428571428552,-149.49,1.0,0,0,1
SAI-B001,2024-11-11,94.93,0,Normal,223.81,0,46,11,0,0,0,1.0,0,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,149.69000000000003,124.86285714285714,115.46214285714287,105.42433333333334,40.77789994359106,1.7924465555957099,1.7924465555957099,0.08141815119374049,18.801428571428573,-138.87,1.0,1,0,1
SAI-B001,2024-11-12,109.45,0,Normal,114.36,1,46,11,0,0,0,1.0,0,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,134.53333333333333,123.80285714285715,115.45857142857143,105.19399999999999,41.115341708534096,0.923726654743617,0.923726654743617,0.0722708200765943,16.688571428571436,230.69,1.0,2,1,1
SAI-B001,2024-11-13,90.57,0,Normal,267.16,2,46,11,0,0,0,1.0,0,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,98.31666666666666,124.46571428571428,116.50071428571428,105.45266666666666,40.43476592287997,2.1464545428170907,2.1464545428170907,0.06836867894300988,15.929999999999993,-8.04000000000002,1.0,0,0,1
SAI-B001,2024-11-14,84.26,0,Normal,182.9,3,46,11,0,0,0,1.0,0,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,94.75999999999999,123.28571428571429,113.82857142857144,104.80333333333333,41.62540444533957,1.4835457585343914,1.4835457585343914,0.08308232858737913,18.91428571428571,-16.30000000000001,1.0,1,0,1
SAI-B001,2024-11-15,132.4,0,Normal,387.32,4,46,11,0,0,0,1.0,0,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,102.41000000000001,123.67857142857143,115.92928571428573,106.36466666666666,41.708375429311324,3.131666160067383,3.131666160067383,0.06684493568380402,15.498571428571438,-80.20999999999998,1.0,0,0,0
SAI-B001,2024-11-16,97.86,0,Normal,289.46,5,46,11,1,0,0,1.0,0,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,104.84000000000002,115.52714285714286,111.92857142857143,106.396,40.130999536636565,2.505558350494122,2.505558350494122,0.032150605966746376,7.197142857142865,-137.26999999999998,1.0,1,0,1
SAI-B001,2024-11-17,85.55,0,Normal,203.91,6,46,11,1,0,0,1.0,0,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,105.27,99.28857142857143,111.31714285714285,105.93933333333334,16.888255710770796,2.0537106639003557,2.0537106639003557,-0.10805677375273037,-24.05714285714285,114.83000000000001,0.0,2,0,1
SAI-B001,2024-11-18,93.06,0,Normal,110.85,0,47,11,0,0,0,1.0,1,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,92.15666666666668,99.02142857142857,111.94214285714284,104.417,16.983214682514685,1.1194546521875748,1.1194546521875748,-0.11542314485421408,-25.841428571428565,112.96000000000001,0.0,3,0,1
SAI-B001,2024-11-19,115.41,0,Normal,196.27,1,47,11,0,0,0,1.0,1,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,98.00666666666666,99.87285714285714,111.83785714285715,104.545,17.72631350496182,1.9651985899838509,1.9651985899838509,-0.10698523915503101,-23.930000000000007,-81.91000000000001,0.0,0,0,1
SAI-B001,2024-11-20,78.12,0,Normal,118.15,2,47,11,0,0,0,1.0,1,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,95.53000000000002,98.0942857142857,111.28,104.35533333333333,19.364200523253302,1.2044534290170188,1.2044534290170188,-0.11849132069754652,-26.37142857142858,149.01000000000002,0.0,1,0,1
SAI-B001,2024-11-21,91.77,0,Normal,271.24,3,47,11,0,0,0,1.0,1,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,95.10000000000001,99.16714285714285,111.22642857142857,105.50033333333333,18.665411607467753,2.735180115611074,2.735180115611074,-0.10842104489689981,-24.118571428571443,-88.34,0.0,0,0,1
SAI-B001,2024-11-22,84.24,0,Normal,187.0,4,47,11,0,0,0,1.0,1,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,84.71,92.28714285714285,107.98285714285713,105.64833333333334,12.092983798172355,2.0262844008854497,2.0262844008854497,-0.14535375850997992,-31.391428571428577,200.32,0.0,1,0,1
SAI-B001,2024-11-23,124.37,0,Normal,253.69,5,47,11,1,0,0,1.0,1,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,100.12666666666667,96.07428571428571,105.80071428571429,106.994,17.20124690939866,2.640560848028422,2.640560848028422,-0.09193159559613953,-19.452857142857155,35.76999999999998,0.0,0,0,1
SAI-B001,2024-11-24,100.17,0,Normal,153.52,6,47,11,1,0,0,1.0,1,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,102.92666666666668,98.16285714285713,98.72571428571429,106.19633333333334,16.587026772235543,1.5639316428274859,1.5639316428274859,-0.0057012212190940765,-1.1257142857142952,50.389999999999986,0.0,1,0,1
SAI-B001,2024-11-25,95.3,0,Normal,353.85,0,48,11,0,0,0,1.0,1,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,106.61333333333334,98.48285714285714,98.75214285714286,105.94399999999999,16.493517629951633,3.593011074949843,3.593011074949843,-0.0027268847416140147,-0.53857142857143,-243.00000000000003,0.0,0,0,0
SAI-B001,2024-11-26,81.38,0,Normal,272.47,1,48,11,0,0,0,1.0,1,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,92.28333333333335,93.62142857142858,96.74714285714285,104.91866666666667,15.667173142775832,2.9103379562487746,2.9103379562487746,-0.0323080781622836,-6.251428571428562,-76.20000000000002,0.0,1,0,1
SAI-B001,2024-11-27,79.95,0,Normal,192.52,2,48,11,0,0,0,1.0,1,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,85.54333333333334,93.88285714285713,95.98857142857142,105.34433333333335,15.377999126767408,2.050640594122639,2.050640594122639,-0.021937135144719684,-4.21142857142857,-74.37,0.0,2,0,1
SAI-B001,2024-11-28,123.1,0,Normal,417.61,3,48,11,0,0,1,1.0,1,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,94.81,98.35857142857142,98.76285714285714,105.79766666666667,18.83193336558187,4.245791593846798,4.245791593846798,-0.004093499539077074,-0.808571428571426,-146.37,0.0,0,0,0
SAI-B001,2024-11-29,158.13,0,Black Friday,259.48,4,48,11,0,0,1,1.6,1,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,120.39333333333333,108.91428571428571,100.60071428571429,108.536,28.051078919917302,2.382423902574807,2.382423902574807,0.08263928745397284,16.627142857142857,-72.48000000000002,0.0,1,0,1
SAI-B001,2024-11-30,140.0,0,Black Friday,119.48,5,48,11,1,0,1,1.4,1,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,140.41,111.14714285714285,103.61071428571428,109.14699999999999,30.038090104779585,1.074971392459417,1.074971392459417,0.07273792629117856,15.072857142857146,134.20999999999998,0.0,2,0,1
SAI-B001,2024-12-01,187.04,0,Cyber Monday,268.82,6,48,12,1,0,0,1.2,1,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,161.72333333333333,123.55714285714285,110.86,111.94866666666667,40.77354645448675,2.1756734706558976,2.1756734706558976,0.1145331295562847,25.394285714285715,-115.29999999999998,0.0,0,0,1
SAI-B001,2024-12-02,132.73,0,Normal,136.09,0,49,12,0,0,0,1.0,1,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,153.25666666666666,128.9042857142857,113.69357142857143,111.24399999999999,38.85962808929202,1.055744564194683,1.055744564194683,0.13378693237272027,30.42142857142855,217.76000000000002,0.0,1,0,1
SAI-B001,2024-12-03,166.83,0,Normal,289.24,1,49,12,0,0,0,1.0,1,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,162.20000000000002,141.11142857142858,117.36642857142856,113.66799999999999,34.63410141684606,2.049727657628122,2.049727657628122,0.20231509203020395,47.489999999999995,-16.769999999999982,0.0,0,0,1
SAI-B001,2024-12-04,129.04,0,Normal,160.2,2,49,12,0,0,0,1.0,1,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,142.86666666666667,148.1242857142857,121.0035714285714,115.159,23.30187321307221,1.0815241953468908,1.0815241953468908,0.22413151728824937,54.24142857142856,32.32000000000002,0.0,1,0,1
SAI-B001,2024-12-05,96.69,0,Normal,63.51,3,49,12,0,0,0,1.0,1,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,130.85333333333332,144.35142857142858,121.35499999999999,114.48633333333333,29.37542477909687,0.43996793234786574,0.43996793234786574,0.18949716436843503,45.99285714285716,354.1,0.0,2,1,1
SAI-B001,2024-12-06,246.16,1,Normal,348.56,4,49,12,0,0,0,1.0,1,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,157.29666666666665,156.92714285714285,132.9207142857143,119.82733333333334,48.72642941781718,2.221158121104328,2.221158121104328,0.18060712748819113,48.01285714285714,-89.07999999999998,1.0,0,0,1
SAI-B001,2024-12-07,159.97,0,Normal,188.59,5,49,12,1,0,0,1.0,1,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,167.60666666666668,159.78,135.46357142857144,122.07566666666666,48.15140842523019,1.1803104194498033,1.1803104194498033,0.1795052953018079,48.63285714285715,-69.11,1.0,1,0,1
SAI-B001,2024-12-08,216.28,0,Normal,317.52,6,49,12,1,0,0,1.0,1,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,207.47,163.95714285714286,143.75714285714284,124.96333333333334,52.02299418343314,1.9366036302550966,1.9366036302550966,0.1405147560532613,40.400000000000006,-48.69999999999999,1.0,0,0,1
SAI-B001,2024-12-09,125.94,0,Normal,191.58,0,50,12,0,0,0,1.0,1,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,167.39666666666668,162.98714285714286,145.94571428571427,123.99733333333333,52.760360661607045,1.1754301318876943,1.1754301318876943,0.11676552845739256,34.082857142857165,-55.49000000000001,1.0,1,0,1
SAI-B001,2024-12-10,129.24,0,Normal,351.91,1,50,12,0,0,0,1.0,1,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,157.15333333333334,157.61714285714285,149.3642857142857,121.66466666666665,54.19744419382571,2.2326885983859444,2.2326885983859444,0.055253215640789596,16.505714285714276,-62.670000000000016,1.0,0,0,1
SAI-B001,2024-12-11,94.79,0,Normal,257.12,2,50,12,0,0,0,1.0,1,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,116.65666666666668,152.7242857142857,150.42428571428573,121.66,58.57643748617206,1.683556725205181,1.683556725205181,0.015290084136271014,4.600000000000023,-96.92000000000002,1.0,1,0,1
SAI-B001,2024-12-12,155.26,0,Normal,101.86,3,50,12,0,0,0,1.0,1,0,Sainsbury's Medium Sliced White Bread 800g,Fresh Bakery,Sainsbury's,1.1,70,1,126.43,161.09142857142857,152.72142857142856,123.187,53.172234743511034,0.6323117267690203,0.6323117267690203,0.05480566822539672,16.73999999999998,-38.35,1.0,2,1,1
